adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
green,104,color,0.208461538461538,lexical,0.00010166232090962612,1.875502500727885e-09,0.00017928404855877854,7.762172764915242e-05,"[0.004761904761904762, 0.050396962374870555, 0.04211253020365896]",4,"yellow green ,yellow green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,long green ,long green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,big green ,nice green ,nice green ,nice green ,long green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,nice green ,little green ,little green ,yellow green ,yellow green ,orange green ,big green ,orange green ,little green ,little green ,little green ,","nice green ,green little ,green little ,light green ,green white ,light green ,light green ,yellow green ,first green ,light green ,green light ,green light ,"
dirty,3,physical,0.504,sub,-0.059703769462284659,0.040071010589599609,0.079584949836830302,0.13928871929911496,"[0.875, 0.27912229751532752, 0.34494998386576314]",4,"dirty old ,dirty old ,dirty old ,","special dirty ,dirty old ,big dirty ,dirty old ,special dirty ,dirty old ,dirty old ,"
happy,4,human,0.43,sub,-0.063696115046333435,0.375,0.37383183915063817,0.4375279541969716,"[0.5, 0.1898611559573781, 0.2864061995479496]",4,"big happy ,little happy ,happy little ,happy second ,","big happy ,big happy ,happy new ,"
plain,1,value,0.571428571428571,sub,-0.18949113002719292,0.375,0.30876983373195438,0.4982609637591473,"[0.75, 0.809216886883661, 0.47051240734772798]",4,"plain yellow ,","plain old ,just plain ,"
small,23,dimension,0.513,input,0.14024190912062767,0.72916666666666663,0.4838182412553122,0.34357633213468453,"[0.7291666666666666, 0.4838182412553122, 0.34357633213468453]",4,"small little ,small little ,pretty small ,pretty small ,small brown ,small brown ,small brown ,small dark ,small dark ,small dark ,small dark ,small dark ,small dark ,small black ,small black ,small front ,small front ,small little ,little small ,little small ,little small ,little small ,small little ,","small back ,"
tall,13,dimension,0.675882352941176,lexical,0.14893039111558445,0.10331632653061222,0.26633510688177647,0.11740471576619202,"[0.6785714285714286, 0.48392335173757711, 0.65735628450795713]",4,"tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,tall thin ,big tall ,big tall ,big tall ,jolly tall ,","big tall ,big tall ,"
wicked,1,human,0.674444444444444,input,-0.39424334293769742,0.5625,0.036275333228299129,0.43051867616599654,"[0.75, 0.19046084434418306, 0.65613922010957137]",4,"wicked old ,","wicked big ,wicked old ,"
soft,16,physical,0.572222222222222,input,-0.19297103807354377,0.8529411764705882,0.27725349821021805,0.47022453628376182,"[0.8529411764705882, 0.27725349821021805, 0.47022453628376182]",4,"nice soft ,soft red ,soft red ,soft red ,soft red ,soft little ,soft red ,nice soft ,soft wool ,soft red ,soft red ,soft red ,soft grey ,soft white ,soft white ,soft white ,","soft big ,"
round,3,shape,0.23875,lexical,0.068409164246531096,0.875,0.99096482736366565,0.92255566311713455,"[0.125, 0.0090351726363343005, 0.077444336882865436]",4,"big round ,big round ,great round ,","big round ,"
mean,8,human,0.712727272727273,input,-0.49660084169634183,0.94444444444444442,0.18905794755584332,0.68565878925218515,"[0.9444444444444444, 0.18905794755584332, 0.68565878925218515]",4,"mean old ,mean old ,mean old ,mean old ,mean old ,mean old ,mean old ,mean first ,","mean old ,"
