workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
3,one_slider_practice,The third dog did not jump on the table because he was too small.,0.03,NA,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,"The smaller two frogs thought the rock was too big, so they didn&quotechart jump over.",0.98,cond3,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,There were only two hippos that drank milk.,0.01,cond1,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,"Two butterflies DID go to the forest, but in total it was 4 that went to the forest. And two butterflies DID go to the city, so this is partially correct.",0.64,cond4,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,The first dog did roll his ball.,0.01,cond1,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,One lion did buy a cookie and one lion did not buy a cookie.,0.2,cond1,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,Two lizards did not climb on the book because they thought it was too high.,0.01,cond4,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
3,one_slider,"This is partially correct. Two dinosaurs didn&quotechart eat bugs, but four dinosaurs ate fish.",0.48,cond4,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
4,one_slider_practice,The smurf spend 4 cents on 2 cars,1,NA,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider_practice,The third dog did not jump on the table,0,NA,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,Two frogs did not jump over the rock because it was too big,1,cond3,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,There were only two hippos,0,cond4,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,All four butterflies went to the forret,0,cond4,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,The first dog rolled his ball,0,cond1,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,Twos lions did not buy a cookie because they didn&quotechart like cookies.,1,cond3,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,Two lizards did not jump on the book,0,cond4,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
4,one_slider,Four dinosaurs ate fish,0,cond4,English,2,Male,35,none,Yes,I&quotecharm not sure,4,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3ZPBJO59KP1W3MAYJ4UI8GOH2B0DH5,4,Submitted,Sat Nov 25 05:57:23 PST 2017,Fri Nov 24 12:54:23 PST 2017,Fri Nov 24 13:17:23 PST 2017,,,,,,[],"""cond4""",undefined,8.5689
5,one_slider_practice,The smurf spent two pennies for each of the two cars and had one penny left of the five he started with.,0.99,NA,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider_practice,Two dogs jumped on the table and the third did not because he was too small.,0.01,NA,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,Four frogs jumped over the fence but only two frogs jumped over the rock.,0,cond4,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,Only two hippos were in the video and the two hippos drank milk.,0,cond1,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,Two butterflies did go to the forest and two did not go to the city but one did.,1,cond2,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,One dog rolled his ball across the table and the other dog did not.,0.02,cond1,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,Four lions bought an egg and he is correct that two lions didn&quotechart buy a cookie.,0.49,cond4,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,Two lizards climbed on the book and two did not.,0,cond3,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
5,one_slider,One dinosaur didn&quotechart eat bugs.,0.02,cond1,English,2,Female,68,It was a little hard to understand the voice of the female. It seemed muffled. Thanks!,Yes,I do not know,4,Windows,1080,1920,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3TR2532VIPUT9JQ9XHPPENU4YHJ6JD,5,Submitted,Sat Nov 25 06:14:10 PST 2017,Fri Nov 24 13:19:28 PST 2017,Fri Nov 24 13:34:10 PST 2017,,,,,,[],"""cond1""",undefined,10.0251
6,one_slider_practice,It was based in the information provided by the video.,0.91,NA,english,2,Male,33,,Yes,study of human perception,3,Windows,864,1536,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,379J5II41OG3HO7O6KK06QZ9J4CEL8,6,Submitted,Sat Nov 25 06:26:15 PST 2017,Fri Nov 24 13:25:39 PST 2017,Fri Nov 24 13:46:15 PST 2017,,,,,,[],"""cond4""",undefined,11.089666666666666
